isDGA,ngrams
dga,744.6709401709401
dga,715.217264957265
dga,1918.797619047619
dga,682.2694017094018
dga,544.1781400966183
dga,690.3878787878789
dga,835.4825396825398
dga,702.2881532718488
dga,1156.370879120879
dga,969.5292929292932
dga,609.4978632478633
dga,844.5281662781662
dga,908.9059829059828
dga,720.7359584859583
dga,729.33663003663
dga,1003.3916083916084
dga,786.4893162393163
dga,553.1090909090909
dga,872.9307692307692
dga,567.3405128205128
dga,877.9661352657005
dga,646.6907203907203
dga,973.3400488400488
dga,803.3914141414142
dga,734.2067340067341
dga,816.1969696969696
dga,1500.1601851851854
dga,964.8053122909444
dga,1713.9592592592592
dga,699.3016714150048
dga,721.487134502924
dga,942.7698412698412
dga,719.9754273504273
dga,467.02666666666664
dga,736.820707070707
dga,587.3989898989898
dga,660.3282828282828
dga,1289.0596348096349
dga,1210.7777777777778
dga,491.52358974358975
dga,611.0700854700855
dga,801.5325166191833
dga,853.0409090909092
dga,551.6777777777778
dga,366.2578347578348
dga,831.6059829059828
dga,505.8214285714286
dga,724.217264957265
dga,1258.3710317460316
dga,333.57746376811593
dga,961.6530303030304
dga,1519.8025030525032
dga,1039.5494505494505
dga,848.7109618776285
dga,688.7085858585859
dga,599.8497815764482
dga,784.8600936100937
dga,955.2677708764668
dga,1122.7536907536908
dga,1054.9583638583638
dga,1216.311495726496
dga,1421.0555555555557
dga,1306.339393939394
dga,663.7449494949495
dga,860.1456043956044
dga,837.7363636363638
dga,794.0460256410257
dga,1188.501322751323
dga,871.9019493177389
dga,802.4642579642581
dga,725.4954545454544
dga,768.3295299145298
dga,1588.6666666666667
dga,1211.0146464646464
dga,639.6263768115942
dga,823.6487007168458
dga,1104.1798534798534
dga,920.381313131313
dga,985.3228327228328
dga,629.7758784425451
dga,740.0282828282828
dga,1294.795843045843
dga,966.6263736263736
dga,932.1696969696968
dga,851.4761904761905
dga,815.6353535353537
dga,942.7473931623932
dga,791.6945877766311
dga,746.4312354312355
dga,913.1796814296812
dga,1152.5998445998446
dga,839.3796092796092
dga,522.7642270531401
dga,818.2814407814408
dga,1170.1561771561771
dga,422.285816035816
dga,656.1285103785104
dga,1060.5499222999222
dga,740.2292176422611
dga,1531.8592592592593
dga,1783.2896825396826
dga,716.0709422657951
dga,1149.148484848485
dga,1559.2936507936508
dga,669.141918328585
dga,703.605387205387
dga,804.2964740573437
dga,714.0738150738152
dga,1372.8195970695972
dga,1017.7772727272728
dga,714.5079365079364
dga,1624.2824074074076
dga,257.48611111111114
dga,1360.4748677248676
dga,897.3205128205128
dga,684.1144133644134
dga,1275.832671957672
dga,558.8696581196581
dga,924.3636141636142
dga,712.6800699300699
dga,850.196608946609
dga,1297.0911033411032
dga,813.8949494949494
dga,806.6688034188036
dga,715.4154830917873
dga,1162.4615196078432
dga,753.8876262626263
dga,1067.4578477078478
dga,663.2162801932367
dga,1208.0608465608466
dga,926.1843711843712
dga,969.0736208236208
dga,497.50016469038206
dga,775.8963844797178
dga,840.8084693084692
dga,593.8134782608696
dga,815.1541005291006
dga,784.500641025641
dga,880.9819688109161
dga,795.5266666666666
dga,1050.420745920746
dga,1485.9727272727275
dga,575.3259903381643
dga,844.1373076923077
dga,729.9794094794096
dga,656.8596326164875
dga,1172.4843711843712
dga,937.9065934065934
dga,672.5241062801932
dga,1188.3545066045065
dga,1021.4684892402285
dga,950.1869314260616
dga,1152.0540903540902
dga,1132.0075757575758
dga,552.8202657004831
dga,661.6424242424242
dga,736.2542735042734
dga,739.3055006587615
dga,989.3177655677656
dga,587.205170940171
dga,631.9743961352657
dga,1120.2164224664227
dga,736.6591452991452
dga,386.018081671415
dga,1153.1934343434343
dga,911.2637426900586
dga,1054.1604506604506
dga,842.7979797979797
dga,919.6281134324612
dga,939.8507326007324
dga,476.57722222222225
dga,1512.517857142857
dga,894.1040903540902
dga,599.0428205128204
dga,762.1974747474748
dga,1002.041414141414
dga,824.6
dga,694.0677655677656
dga,928.046425796426
dga,818.895826166724
dga,882.7112332112332
dga,960.9420361247948
dga,1018.9590132090132
dga,827.46336996337
dga,1253.970238095238
dga,449.5565052231719
dga,1045.3884004884003
dga,798.4747252747252
dga,810.9853535353536
dga,1218.7257575757574
dga,492.23015873015873
dga,1161.3937728937728
dga,934.9990231990232
dga,647.5144444444444
dga,648.0746248812916
dga,1223.0395604395603
dga,674.8417853751188
dga,674.9307081807082
dga,933.8323232323232
dga,1218.5759518259515
dga,978.1872705314008
dga,655.6450483091787
dga,805.3154273504273
dga,873.8439393939393
dga,1014.4398148148148
dga,1084.6684981684982
dga,711.4808080808081
dga,977.1151515151516
dga,820.5277777777778
dga,763.6247008547008
dga,1010.9196938327374
dga,1111.4297924297923
dga,393.1220512820513
dga,507.8589743589744
dga,1228.7689255189257
dga,490.63589743589745
dga,1289.2949494949496
dga,610.9216666666667
dga,665.7438888888889
dga,1270.2025252525252
dga,688.5515151515151
dga,1040.0540404040405
dga,893.185286935287
dga,433.8698955365622
dga,570.4809829059828
dga,1758.3842592592591
dga,599.5971256038647
dga,883.0166056166055
dga,713.7590909090909
dga,936.669521299956
dga,666.1072649572649
dga,789.009829059829
dga,1309.0657407407407
dga,499.72205128205127
dga,544.1671014492753
dga,408.22512820512816
dga,847.9285714285714
dga,762.2875457875457
dga,1201.3824786324783
dga,958.7646618357488
dga,698.70465337132
dga,1369.1171717171717
dga,1592.8313492063492
dga,915.9454191033136
dga,710.2474747474748
dga,523.5914009661836
dga,885.010101010101
dga,1190.5272727272727
dga,966.956166056166
dga,614.4036752136752
dga,681.1624396135265
dga,582.7640008960574
dga,729.3111111111111
dga,1652.2259259259256
dga,838.2396825396826
dga,550.0185185185186
dga,454.2569990503323
dga,867.495634920635
dga,1355.2261904761906
dga,1108.2540404040403
dga,1194.5070818070817
dga,1344.1289682539684
dga,1279.0185185185185
dga,967.5538073038072
dga,1356.460606060606
dga,895.9547397047396
dga,1418.137851037851
dga,746.6867094017093
dga,893.1756535947711
dga,1320.1501322751324
dga,1661.7083333333333
dga,1009.3848484848484
dga,932.0200077700076
dga,860.4046231546231
dga,754.1217948717949
dga,568.8353096179184
dga,897.0805860805859
dga,810.2179487179487
dga,1170.938841405508
dga,774.3833333333333
dga,733.4727309727309
dga,855.2515262515261
dga,523.4921497584542
dga,618.3948717948718
dga,611.0078643578644
dga,774.4014053579272
dga,855.934420289855
dga,1333.0762626262626
dga,1057.169696969697
dga,839.9880952380953
dga,1242.7653457653455
dga,726.1794068504595
dga,780.6312576312577
dga,1080.7870370370372
dga,652.8214285714286
dga,536.2363654863655
dga,788.2405372405373
dga,1011.3397435897436
dga,434.5449494949495
dga,1141.2451159951158
dga,835.5434343434343
dga,871.4594017094017
dga,598.047619047619
dga,974.4598290598292
dga,887.2675593542259
dga,994.0120370370372
dga,900.5319902319901
dga,652.0027777777779
dga,1284.9046296296294
dga,845.6474358974359
dga,678.6882376882378
dga,550.7067094017094
dga,410.7911111111111
dga,781.7712121212121
dga,446.2626262626262
dga,1289.0166666666669
dga,825.8861693861695
dga,973.8850490196078
dga,916.0166666666668
dga,565.6009686609685
dga,583.3712121212121
dga,708.7750237416903
dga,642.2714285714286
